Group	SubGroup	Protein	Protein ID	Entry Name	Gene	Length	Percent Coverage	Organism	Protein Description	Protein Existence	Protein Probability	Top Peptide Probability	Stripped Peptides	Total Peptide Ions	Unique Peptide Ions	Razor Peptide Ions	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
1575	a	sp|P62306|RUXF_HUMAN	P62306	RUXF_HUMAN	SNRPF	86	39.50	Homo sapiens OX=9606	Small nuclear ribonucleoprotein F 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	0	7	7	0	10669836	10669836	     0	N-term(42.0106)		
1576	a	sp|P62314|SMD1_HUMAN	P62314	SMD1_HUMAN	SNRPD1	119	54.60	Homo sapiens OX=9606	Small nuclear ribonucleoprotein Sm D1 	1:Experimental evidence at protein level	1.0000	0.9990	5	8	8	0	23	23	0	46586624	46586624	     0			
1577	a	sp|P62316|SMD2_HUMAN	P62316	SMD2_HUMAN	SNRPD2	118	39.00	Homo sapiens OX=9606	Small nuclear ribonucleoprotein Sm D2 	1:Experimental evidence at protein level	1.0000	0.9990	6	7	7	0	17	17	0	44871310	44871310	     0			
1578	a	sp|P62330|ARF6_HUMAN	P62330	ARF6_HUMAN	ARF6	175	33.10	Homo sapiens OX=9606	ADP-ribosylation factor 6 	1:Experimental evidence at protein level	1.0000	0.9990	5	6	6	0	17	17	0	29841217	29841217	     0			
1579	a	sp|P62333|PRS10_HUMAN	P62333	PRS10_HUMAN	PSMC6	389	39.30	Homo sapiens OX=9606	26S proteasome regulatory subunit 10B 	1:Experimental evidence at protein level	1.0000	0.9990	10	11	5	0	28	10	0	18673413	12633799	     0			tr|A0A087X2I1|A0A087X2I1_HUMAN
1580	a	sp|P62424|RL7A_HUMAN	P62424	RL7A_HUMAN	RPL7A	266	33.50	Homo sapiens OX=9606	60S ribosomal protein L7a 	1:Experimental evidence at protein level	1.0000	0.9990	11	15	12	0	48	39	0	215838196	187192794	     0			
1581	a	sp|P62491|RB11A_HUMAN	P62491	RB11A_HUMAN	RAB11A	216	62.60	Homo sapiens OX=9606	Ras-related protein Rab-11A 	1:Experimental evidence at protein level	1.0000	0.9990	9	9	8	0	23	20	0	60729026	60729026	     0	N-term(42.0106)		sp|Q15907|RB11B_HUMAN, tr|H3BMH2|H3BMH2_HUMAN, tr|H3BSC1|H3BSC1_HUMAN
1582	a	sp|P62495|ERF1_HUMAN	P62495	ERF1_HUMAN	ETF1	437	15.10	Homo sapiens OX=9606	Eukaryotic peptide chain release factor subunit 1 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	5	0	5	3	0	6374745	4519675	     0			
1583	a	sp|P62701|RS4X_HUMAN	P62701	RS4X_HUMAN	RPS4X	263	58.20	Homo sapiens OX=9606	40S ribosomal protein S4, X isoform 	1:Experimental evidence at protein level	1.0000	0.9990	20	25	16	0	37	17	0	103890344	103890344	     0			
1584	a	sp|P62714|PP2AB_HUMAN	P62714	PP2AB_HUMAN	PPP2CB	309	16.50	Homo sapiens OX=9606	Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	0	3	3	0	8532656	8532656	     0			sp|P67775|PP2AA_HUMAN
1585	a	sp|P62750|RL23A_HUMAN	P62750	RL23A_HUMAN	RPL23A	156	51.90	Homo sapiens OX=9606	60S ribosomal protein L23a 	1:Experimental evidence at protein level	1.0000	0.9990	11	17	7	0	36	11	0	123412602	43806966	     0			
1586	a	sp|P62753|RS6_HUMAN	P62753	RS6_HUMAN	RPS6	249	35.70	Homo sapiens OX=9606	40S ribosomal protein S6 	1:Experimental evidence at protein level	1.0000	0.9990	11	15	11	0	24	18	0	97848234	66196918	     0			
1587	a	sp|P62805|H4_HUMAN	P62805	H4_HUMAN	H4C1	103	59.20	Homo sapiens OX=9606	Histone H4 	1:Experimental evidence at protein level	1.0000	0.9990	19	33	33	0	110	110	0	4422192768	4422192768	     0	5M(15.9949), 6M(15.9949)		
1588	m	sp|Q9NRW1|RAB6B_HUMAN	Q9NRW1	RAB6B_HUMAN	RAB6B	208	30.30	Homo sapiens OX=9606	Ras-related protein Rab-6B 	1:Experimental evidence at protein level	0.9998	0.9990	6	6	1	0	20	0	0	73819748	     0	     0			
1588	n	sp|Q53S08|RAB6D_HUMAN	Q53S08	RAB6D_HUMAN	RAB6D	254	12.20	Homo sapiens OX=9606	Ras-related protein Rab-6D 	2:Experimental evidence at transcript level	0.9992	0.9990	2	2	1	0	4	1	0	6970282	1293535	     0			
1588	o	sp|O00194|RB27B_HUMAN	O00194	RB27B_HUMAN	RAB27B	218	14.90	Homo sapiens OX=9606	Ras-related protein Rab-27B 	1:Experimental evidence at protein level	0.9986	0.9990	2	2	1	0	11	1	0	59713544	1275088	     0			tr|K7ES41|K7ES41_HUMAN
1588	q	sp|P61018|RAB4B_HUMAN	P61018	RAB4B_HUMAN	RAB4B	213	6.80	Homo sapiens OX=9606	Ras-related protein Rab-4B 	1:Experimental evidence at protein level	0.8718	0.9990	2	2	1	0	10	0	0	58438456	     0	     0			tr|M0R0X1|M0R0X1_HUMAN
1588	a	sp|P62820|RAB1A_HUMAN	P62820	RAB1A_HUMAN	RAB1A	205	64.90	Homo sapiens OX=9606	Ras-related protein Rab-1A 	1:Experimental evidence at protein level	1.0000	0.9990	14	17	9	0	46	18	0	162425524	33758281	     0	N-term(42.0106)		
1588	b	sp|P61106|RAB14_HUMAN	P61106	RAB14_HUMAN	RAB14	215	66.50	Homo sapiens OX=9606	Ras-related protein Rab-14 	1:Experimental evidence at protein level	1.0000	0.9990	13	15	14	0	33	23	0	89360889	41119654	     0	N-term(42.0106)		
1588	c	sp|P61026|RAB10_HUMAN	P61026	RAB10_HUMAN	RAB10	200	44.50	Homo sapiens OX=9606	Ras-related protein Rab-10 	1:Experimental evidence at protein level	1.0000	0.9990	11	14	11	0	47	29	0	150995491	34073200	     0			
1588	d	sp|Q9H0U4|RAB1B_HUMAN	Q9H0U4	RAB1B_HUMAN	RAB1B	201	66.70	Homo sapiens OX=9606	Ras-related protein Rab-1B 	1:Experimental evidence at protein level	1.0000	0.9990	12	13	2	0	31	1	0	162425524	2654870	     0			
1588	e	sp|P61019|RAB2A_HUMAN	P61019	RAB2A_HUMAN	RAB2A	212	59.90	Homo sapiens OX=9606	Ras-related protein Rab-2A 	1:Experimental evidence at protein level	1.0000	0.9990	10	12	3	0	14	8	0	17043494	11727146	     0	N-term(42.0106)		
1588	k	sp|P51159|RB27A_HUMAN	P51159	RB27A_HUMAN	RAB27A	221	24.90	Homo sapiens OX=9606	Ras-related protein Rab-27A 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	1	0	18	1	0	64900990	664336	     0			tr|H3BN55|H3BN55_HUMAN
1588	g	sp|P51153|RAB13_HUMAN	P51153	RAB13_HUMAN	RAB13	203	41.40	Homo sapiens OX=9606	Ras-related protein Rab-13 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	5	0	16	8	0	98477955	16351120	     0			
1588	h	sp|P61006|RAB8A_HUMAN	P61006	RAB8A_HUMAN	RAB8A	207	28.00	Homo sapiens OX=9606	Ras-related protein Rab-8A 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	3	0	18	1	0	139399571	655303	     0			
1588	i	sp|Q92930|RAB8B_HUMAN	Q92930	RAB8B_HUMAN	RAB8B	207	23.40	Homo sapiens OX=9606	Ras-related protein Rab-8B 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	2	0	20	3	0	141749857	5339103	     0			tr|H0YNE9|H0YNE9_HUMAN
1588	j	sp|Q15286|RAB35_HUMAN	Q15286	RAB35_HUMAN	RAB35	201	23.20	Homo sapiens OX=9606	Ras-related protein Rab-35 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	3	0	16	0	0	137106472	     0	     0			tr|F5H157|F5H157_HUMAN
1588	f	sp|P20340|RAB6A_HUMAN	P20340	RAB6A_HUMAN	RAB6A	208	39.90	Homo sapiens OX=9606	Ras-related protein Rab-6A 	1:Experimental evidence at protein level	1.0000	0.9990	8	8	1	0	28	4	0	73819748	4645780	     0			
1588	l	sp|P20338|RAB4A_HUMAN	P20338	RAB4A_HUMAN	RAB4A	218	17.00	Homo sapiens OX=9606	Ras-related protein Rab-4A 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	3	0	15	5	0	62372450	3933994	     0			
1588	p	sp|Q6IQ22|RAB12_HUMAN	Q6IQ22	RAB12_HUMAN	RAB12	244	3.70	Homo sapiens OX=9606	Ras-related protein Rab-12 	1:Experimental evidence at protein level	0.9932	0.9990	2	2	1	0	10	0	0	58438456	     0	     0			tr|A0A3B3ITT1|A0A3B3ITT1_HUMAN
1589	a	sp|P62826|RAN_HUMAN	P62826	RAN_HUMAN	RAN	216	41.20	Homo sapiens OX=9606	GTP-binding nuclear protein Ran 	1:Experimental evidence at protein level	1.0000	0.9990	11	17	5	0	49	5	0	140250004	20197360	     0	N-term(42.0106)		tr|B5MDF5|B5MDF5_HUMAN
1590	a	sp|P62829|RL23_HUMAN	P62829	RL23_HUMAN	RPL23	140	32.90	Homo sapiens OX=9606	60S ribosomal protein L23 	1:Experimental evidence at protein level	1.0000	0.9990	7	10	1	0	19	3	0	148366686	17998178	     0			
1591	a	sp|P62841|RS15_HUMAN	P62841	RS15_HUMAN	RPS15	145	52.70	Homo sapiens OX=9606	40S ribosomal protein S15 	1:Experimental evidence at protein level	1.0000	0.9990	4	8	8	0	17	17	0	45158323	45158323	     0			tr|A0A0B4J2B4|A0A0B4J2B4_HUMAN, tr|K7ELC2|K7ELC2_HUMAN, tr|K7EM56|K7EM56_HUMAN, tr|S4R417|S4R417_HUMAN
1592	a	sp|P62847|RS24_HUMAN	P62847	RS24_HUMAN	RPS24	133	41.20	Homo sapiens OX=9606	40S ribosomal protein S24 	1:Experimental evidence at protein level	1.0000	0.9990	6	7	7	0	16	16	0	60834900	60834900	     0	N-term(42.0106)		tr|A0A2R8Y849|A0A2R8Y849_HUMAN, tr|A0A2R8YD14|A0A2R8YD14_HUMAN, tr|E7ETK0|E7ETK0_HUMAN
1593	a	sp|P62854|RS26_HUMAN	P62854	RS26_HUMAN	RPS26	115	33.90	Homo sapiens OX=9606	40S ribosomal protein S26 	1:Experimental evidence at protein level	1.0000	0.9990	3	5	5	0	12	12	0	96596824	96596824	     0			
1594	a	sp|P62873|GBB1_HUMAN	P62873	GBB1_HUMAN	GNB1	340	17.60	Homo sapiens OX=9606	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 	1:Experimental evidence at protein level	1.0000	0.9990	6	7	2	0	12	5	0	35864717	10845209	     0	N-term(42.0106)		
1594	b	sp|P62879|GBB2_HUMAN	P62879	GBB2_HUMAN	GNB2	340	16.50	Homo sapiens OX=9606	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2 	1:Experimental evidence at protein level	0.9995	0.9990	5	6	0	0	12	0	0	33963586	     0	     0			
1595	a	sp|P62888|RL30_HUMAN	P62888	RL30_HUMAN	RPL30	115	26.10	Homo sapiens OX=9606	60S ribosomal protein L30 	1:Experimental evidence at protein level	1.0000	0.9990	4	6	3	0	12	9	0	46779031	46779031	     0			
1596	a	sp|P62899|RL31_HUMAN	P62899	RL31_HUMAN	RPL31	125	34.40	Homo sapiens OX=9606	60S ribosomal protein L31 	1:Experimental evidence at protein level	1.0000	0.9989	5	6	2	0	10	2	0	49167107	1146599	     0			
1597	a	sp|P62910|RL32_HUMAN	P62910	RL32_HUMAN	RPL32	135	54.10	Homo sapiens OX=9606	60S ribosomal protein L32 	1:Experimental evidence at protein level	1.0000	0.9990	10	12	12	0	23	23	0	66925517	66925517	     0	12C(57.0215), 7C(57.0215)		tr|D3YTB1|D3YTB1_HUMAN, tr|F8W727|F8W727_HUMAN
1598	a	sp|P62913|RL11_HUMAN	P62913	RL11_HUMAN	RPL11	178	28.10	Homo sapiens OX=9606	60S ribosomal protein L11 	1:Experimental evidence at protein level	1.0000	0.9990	5	7	7	0	12	12	0	117027880	117027880	     0	11M(15.9949), N-term(42.0106)		
1599	a	sp|P62917|RL8_HUMAN	P62917	RL8_HUMAN	RPL8	257	34.20	Homo sapiens OX=9606	60S ribosomal protein L8 	1:Experimental evidence at protein level	1.0000	0.9990	10	14	0	0	33	0	0	82237912	     0	     0			
1600	c	sp|P30405|PPIF_HUMAN	P30405	PPIF_HUMAN	PPIF	207	29.50	Homo sapiens OX=9606	Peptidyl-prolyl cis-trans isomerase F, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	4	0	20	14	0	31043994	24072284	     0			
1600	d	tr|A0A0H2UH34|A0A0H2UH34_HUMAN	A0A0H2UH34	A0A0H2UH34_HUMAN	PPIAL4F	164	16.50	Homo sapiens OX=9606	Peptidyl-prolyl cis-trans isomerase 	3:Protein inferred from homology	0.9992	0.9990	2	2	1	0	5	0	0	99208544	     0	     0			
1600	a	sp|P62937|PPIA_HUMAN	P62937	PPIA_HUMAN	PPIA	165	52.70	Homo sapiens	Peptidyl-prolyl cis-trans isomerase A 	1:Experimental evidence at protein level	1.0000	0.9990	14	25	17	0	89	60	0	1053694208	1053694208	     0	11M(15.9949), 3M(15.9949), 5M(15.9949)		
1600	b	sp|P49792|RBP2_HUMAN	P49792	RBP2_HUMAN	RANBP2	3224	9.70	Homo sapiens OX=9606	E3 SUMO-protein ligase RanBP2 	1:Experimental evidence at protein level	1.0000	0.9990	23	23	15	0	27	21	0	13540626	9689192	     0			
1601	a	sp|P62942|FKB1A_HUMAN	P62942	FKB1A_HUMAN	FKBP1A	108	25.00	Homo sapiens OX=9606	Peptidyl-prolyl cis-trans isomerase FKBP1A 	1:Experimental evidence at protein level	1.0000	0.9990	2	3	3	0	14	14	0	59815808	59815808	     0			
1602	a	sp|P62993|GRB2_HUMAN	P62993	GRB2_HUMAN	GRB2	217	19.80	Homo sapiens OX=9606	Growth factor receptor-bound protein 2 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	3	0	5	4	0	7607234	4527814	     0			
1603	a	sp|P62995|TRA2B_HUMAN	P62995	TRA2B_HUMAN	TRA2B	288	28.10	Homo sapiens OX=9606	Transformer-2 protein homolog beta 	1:Experimental evidence at protein level	1.0000	0.9990	9	10	3	0	19	5	0	22029236	15062059	     0			
1603	b	sp|Q13595|TRA2A_HUMAN	Q13595	TRA2A_HUMAN	TRA2A	282	8.20	Homo sapiens OX=9606	Transformer-2 protein homolog alpha 	1:Experimental evidence at protein level	0.9992	0.9990	2	2	1	0	6	3	0	6262434	3907362	     0			
1604	b	sp|P15153|RAC2_HUMAN	P15153	RAC2_HUMAN	RAC2	192	23.60	Homo sapiens OX=9606	Ras-related C3 botulinum toxin substrate 2 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	2	0	10	4	0	38067384	14112697	     0			tr|B1AH77|B1AH77_HUMAN, tr|B1AH80|B1AH80_HUMAN
1604	a	sp|P63000|RAC1_HUMAN	P63000	RAC1_HUMAN	RAC1	192	18.20	Homo sapiens OX=9606	Ras-related C3 botulinum toxin substrate 1 	1:Experimental evidence at protein level	1.0000	0.9990	3	4	2	0	12	6	0	32683496	10274361	     0			
1605	a	sp|P63010|AP2B1_HUMAN	P63010	AP2B1_HUMAN	AP2B1	937	18.70	Homo sapiens OX=9606	AP-2 complex subunit beta 	1:Experimental evidence at protein level	1.0000	0.9990	15	17	14	0	28	18	0	30841566	18402966	     0			tr|A0A087X253|A0A087X253_HUMAN
1605	b	sp|Q10567|AP1B1_HUMAN	Q10567	AP1B1_HUMAN	AP1B1	949	15.80	Homo sapiens OX=9606	AP-1 complex subunit beta-1 	1:Experimental evidence at protein level	1.0000	0.9990	14	15	7	0	25	15	0	30858503	18957920	     0			
1606	a	sp|P63151|2ABA_HUMAN	P63151	2ABA_HUMAN	PPP2R2A	447	17.90	Homo sapiens OX=9606	Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	4	0	6	4	0	7796577	6209526	     0			
1607	a	sp|P63165|SUMO1_HUMAN	P63165	SUMO1_HUMAN	SUMO1	101	34.70	Homo sapiens	Small ubiquitin-related modifier 1 	1:Experimental evidence at protein level	1.0000	0.9990	3	4	2	0	6	3	0	9180045	3087114	     0	N-term(42.0106)		tr|B8ZZN6|B8ZZN6_HUMAN
1608	a	sp|P63173|RL38_HUMAN	P63173	RL38_HUMAN	RPL38	70	50.00	Homo sapiens OX=9606	60S ribosomal protein L38 	1:Experimental evidence at protein level	1.0000	0.9990	6	9	4	0	25	14	0	105728398	45457784	     0			
1609	a	sp|P63208|SKP1_HUMAN	P63208	SKP1_HUMAN	SKP1	163	20.90	Homo sapiens OX=9606	S-phase kinase-associated protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	0	10	10	0	19804571	19804571	     0			tr|E5RJR5|E5RJR5_HUMAN
1610	a	sp|P63220|RS21_HUMAN	P63220	RS21_HUMAN	RPS21	83	35.80	Homo sapiens OX=9606	40S ribosomal protein S21 	1:Experimental evidence at protein level	1.0000	0.9990	4	8	8	0	17	17	0	34923164	34923164	     0			tr|Q8WVC2|Q8WVC2_HUMAN
1611	a	sp|P63241|IF5A1_HUMAN	P63241	IF5A1_HUMAN	EIF5A	154	30.80	Homo sapiens OX=9606	Eukaryotic translation initiation factor 5A-1 	1:Experimental evidence at protein level	1.0000	0.9990	7	9	6	0	22	11	0	104520788	36529472	     0			tr|I3L397|I3L397_HUMAN, tr|I3L504|I3L504_HUMAN
1612	a	sp|P63244|RACK1_HUMAN	P63244	RACK1_HUMAN	RACK1	317	40.10	Homo sapiens OX=9606	Receptor of activated protein C kinase 1 	1:Experimental evidence at protein level	1.0000	0.9990	12	14	0	0	32	0	0	86926746	     0	     0			
1613	b	sp|P68032|ACTC_HUMAN	P68032	ACTC_HUMAN	ACTC1	377	60.20	Homo sapiens OX=9606	Actin, alpha cardiac muscle 1 	1:Experimental evidence at protein level	1.0000	0.9990	27	46	3	0	165	2	0	2180584960	10754087	     0			
1613	d	sp|Q562R1|ACTBL_HUMAN	Q562R1	ACTBL_HUMAN	ACTBL2	376	38.30	Homo sapiens OX=9606	Beta-actin-like protein 2 	1:Experimental evidence at protein level	1.0000	0.9990	13	21	4	0	74	7	0	1485508120	26620842	     0	15M(15.9949), 5M(15.9949)		
1613	c	sp|P68133|ACTS_HUMAN	P68133	ACTS_HUMAN	ACTA1	377	59.90	Homo sapiens OX=9606	Actin, alpha skeletal muscle 	1:Experimental evidence at protein level	1.0000	0.9990	26	44	0	0	163	0	0	2180584960	     0	     0			
1613	a	sp|P63261|ACTG_HUMAN	P63261	ACTG_HUMAN	ACTG1	375	60.30	Homo sapiens OX=9606	Actin, cytoplasmic 2 	1:Experimental evidence at protein level	1.0000	0.9990	41	71	0	0	300	0	0	2348937152	     0	     0			
1614	a	sp|P68036|UB2L3_HUMAN	P68036	UB2L3_HUMAN	UBE2L3	154	32.50	Homo sapiens OX=9606	Ubiquitin-conjugating enzyme E2 L3 	1:Experimental evidence at protein level	1.0000	0.9990	4	5	5	0	12	12	0	17287491	17287491	     0	3C(57.0215)		
1615	c	sp|Q05639|EF1A2_HUMAN	Q05639	EF1A2_HUMAN	EEF1A2	463	45.80	Homo sapiens OX=9606	Elongation factor 1-alpha 2 	1:Experimental evidence at protein level	1.0000	0.9990	17	26	12	0	80	13	0	955174640	36499598	     0			tr|A0A2U3TZH3|A0A2U3TZH3_HUMAN
1615	a	sp|P68104|EF1A1_HUMAN	P68104	EF1A1_HUMAN	EEF1A1	462	54.80	Homo sapiens OX=9606	Elongation factor 1-alpha 1 	1:Experimental evidence at protein level	1.0000	0.9990	28	43	0	0	107	0	0	955174640	     0	     0			
1615	b	tr|A0A087WV01|A0A087WV01_HUMAN	A0A087WV01	A0A087WV01_HUMAN	EEF1A1	426	51.60	Homo sapiens OX=9606	Elongation factor 1-alpha 	1:Experimental evidence at protein level	1.0000	0.9990	24	35	1	0	73	1	0	562796800	13282809	     0	15M(15.9949), 16C(57.0215)		
1616	c	sp|P68366|TBA4A_HUMAN	P68366	TBA4A_HUMAN	TUBA4A	448	50.40	Homo sapiens OX=9606	Tubulin alpha-4A chain 	1:Experimental evidence at protein level	1.0000	0.9990	23	33	2	0	103	7	0	538629056	116742532	     0			
1616	a	sp|P68363|TBA1B_HUMAN	P68363	TBA1B_HUMAN	TUBA1B	451	56.30	Homo sapiens OX=9606	Tubulin alpha-1B chain 	1:Experimental evidence at protein level	1.0000	0.9990	26	37	1	0	112	1	0	738627120	2361337	     0			
1616	b	sp|Q9BQE3|TBA1C_HUMAN	Q9BQE3	TBA1C_HUMAN	TUBA1C	449	56.30	Homo sapiens OX=9606	Tubulin alpha-1C chain 	1:Experimental evidence at protein level	1.0000	0.9990	24	36	8	0	117	8	0	738627120	53134158	     0	14C(57.0215), 2C(57.0215), 3M(15.9949)		tr|F5H5D3|F5H5D3_HUMAN
1617	c	sp|Q13885|TBB2A_HUMAN	Q13885	TBB2A_HUMAN	TUBB2A	445	61.60	Homo sapiens OX=9606	Tubulin beta-2A chain 	1:Experimental evidence at protein level	1.0000	0.9990	28	49	4	0	122	7	0	870955728	30909124	     0			
1617	d	sp|Q9BUF5|TBB6_HUMAN	Q9BUF5	TBB6_HUMAN	TUBB6	446	39.30	Homo sapiens OX=9606	Tubulin beta-6 chain 	1:Experimental evidence at protein level	1.0000	0.9990	12	21	6	0	64	5	0	742256032	24729706	     0	17M(15.9949)		tr|K7ESM5|K7ESM5_HUMAN
1617	a	sp|P68371|TBB4B_HUMAN	P68371	TBB4B_HUMAN	TUBB4B	445	64.50	Homo sapiens OX=9606	Tubulin beta-4B chain 	1:Experimental evidence at protein level	1.0000	0.9990	28	51	1	0	142	8	0	863774928	75454864	     0			
1617	b	sp|P07437|TBB5_HUMAN	P07437	TBB5_HUMAN	TUBB	444	67.40	Homo sapiens OX=9606	Tubulin beta chain 	1:Experimental evidence at protein level	1.0000	0.9990	28	49	15	0	148	23	0	876940160	335501126	     0			tr|Q5JP53|Q5JP53_HUMAN
1618	a	sp|P68400|CSK21_HUMAN	P68400	CSK21_HUMAN	CSNK2A1	391	9.90	Homo sapiens OX=9606	Casein kinase II subunit alpha 	1:Experimental evidence at protein level	1.0000	0.9983	3	4	4	0	1	1	0	1442654	1442654	     0			sp|Q8NEV1|CSK23_HUMAN, tr|A0A2R8Y5A0|A0A2R8Y5A0_HUMAN, tr|A0A2R8YD58|A0A2R8YD58_HUMAN, tr|A0A2R8YF43|A0A2R8YF43_HUMAN, tr|E7EU96|E7EU96_HUMAN
1619	a	sp|P68402|PA1B2_HUMAN	P68402	PA1B2_HUMAN	PAFAH1B2	229	13.50	Homo sapiens OX=9606	Platelet-activating factor acetylhydrolase IB subunit beta 	1:Experimental evidence at protein level	1.0000	0.9990	2	3	3	0	11	11	0	21448533	21448533	     0	N-term(42.0106)		
1620	b	tr|Q5TEC6|Q5TEC6_HUMAN	Q5TEC6	Q5TEC6_HUMAN	H3-2	136	32.40	Homo sapiens OX=9606	Histone H3 	1:Experimental evidence at protein level	1.0000	0.9990	5	7	2	0	21	7	0	1099221248	322504816	     0			
1620	a	sp|P68431|H31_HUMAN	P68431	H31_HUMAN	H3C1	136	32.40	Homo sapiens OX=9606	Histone H3.1 	1:Experimental evidence at protein level	1.0000	0.9990	6	8	3	0	14	0	0	1040226520	     0	     0			sp|Q16695|H31T_HUMAN, sp|Q71DI3|H32_HUMAN
1621	a	sp|P68871|HBB_HUMAN	P68871	HBB_HUMAN	HBB	147	27.00	Homo sapiens	Hemoglobin subunit beta 	1:Experimental evidence at protein level	1.0000	0.9990	3	4	3	0	11	7	0	124095706	31143482	     0			tr|A0A2R8Y7R2|A0A2R8Y7R2_HUMAN
1622	a	sp|P69849|NOMO3_HUMAN	P69849	NOMO3_HUMAN	NOMO3	1222	12.80	Homo sapiens OX=9606	Nodal modulator 3 	3:Protein inferred from homology	1.0000	0.9990	12	12	6	0	20	6	0	9606041	5359255	     0			sp|Q5JPE7|NOMO2_HUMAN, tr|J3KN36|J3KN36_HUMAN
1623	a	sp|P69905|HBA_HUMAN	P69905	HBA_HUMAN	HBA1	142	36.60	Homo sapiens	Hemoglobin subunit alpha 	1:Experimental evidence at protein level	1.0000	0.9990	5	10	7	0	33	24	0	145735316	145735316	     0			tr|A0A2R8Y7C0|A0A2R8Y7C0_HUMAN
1624	a	sp|P78316|NOP14_HUMAN	P78316	NOP14_HUMAN	NOP14	857	7.60	Homo sapiens OX=9606	Nucleolar protein 14 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	0	3	3	0	725234	725234	     0			
1625	a	sp|P78344|IF4G2_HUMAN	P78344	IF4G2_HUMAN	EIF4G2	907	15.30	Homo sapiens OX=9606	Eukaryotic translation initiation factor 4 gamma 2 	1:Experimental evidence at protein level	1.0000	0.9990	11	11	3	0	13	2	0	21687934	1823501	     0			
1626	a	sp|P78346|RPP30_HUMAN	P78346	RPP30_HUMAN	RPP30	268	16.00	Homo sapiens OX=9606	Ribonuclease P protein subunit p30 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	0	1	1	0	1271830	1271830	     0			
1627	a	sp|P78347|GTF2I_HUMAN	P78347	GTF2I_HUMAN	GTF2I	998	23.00	Homo sapiens OX=9606	General transcription factor II-I 	1:Experimental evidence at protein level	1.0000	0.9990	17	20	20	0	37	37	0	12214084	12214084	     0			tr|A0A494C1K3|A0A494C1K3_HUMAN
1628	a	sp|P78371|TCPB_HUMAN	P78371	TCPB_HUMAN	CCT2	535	48.20	Homo sapiens OX=9606	T-complex protein 1 subunit beta 	1:Experimental evidence at protein level	1.0000	0.9990	24	31	6	0	77	12	0	73964765	26183612	     0			
1629	a	sp|P78406|RAE1L_HUMAN	P78406	RAE1L_HUMAN	RAE1	368	15.20	Homo sapiens OX=9606	mRNA export factor 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	0	1	1	0	986560	986560	     0			tr|E9PPG9|E9PPG9_HUMAN, tr|E9PQ57|E9PQ57_HUMAN
1630	a	sp|P78417|GSTO1_HUMAN	P78417	GSTO1_HUMAN	GSTO1	241	35.70	Homo sapiens OX=9606	Glutathione S-transferase omega-1 	1:Experimental evidence at protein level	1.0000	0.9990	10	13	8	0	24	13	0	62562531	26045328	     0			
1631	a	sp|P78527|PRKDC_HUMAN	P78527	PRKDC_HUMAN	PRKDC	4128	22.60	Homo sapiens OX=9606	DNA-dependent protein kinase catalytic subunit 	1:Experimental evidence at protein level	1.0000	0.9990	86	98	97	0	168	165	0	48477578	48477578	     0			
1632	a	sp|P80303|NUCB2_HUMAN	P80303	NUCB2_HUMAN	NUCB2	420	31.20	Homo sapiens OX=9606	Nucleobindin-2 	1:Experimental evidence at protein level	1.0000	0.9990	11	13	0	0	13	0	0	13446377	     0	     0			
1633	a	sp|P80404|GABT_HUMAN	P80404	GABT_HUMAN	ABAT	500	6.60	Homo sapiens OX=9606	4-aminobutyrate aminotransferase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	0	1	1	0	1449886	1449886	     0			tr|H3BNQ7|H3BNQ7_HUMAN, tr|H3BRN4|H3BRN4_HUMAN
1634	a	sp|P82650|RT22_HUMAN	P82650	RT22_HUMAN	MRPS22	360	35.70	Homo sapiens OX=9606	28S ribosomal protein S22, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	10	11	10	0	12	11	0	22816510	21184738	     0			tr|G5E9V5|G5E9V5_HUMAN, tr|G5E9W7|G5E9W7_HUMAN
