Group	SubGroup	Protein	Protein ID	Entry Name	Gene	Length	Percent Coverage	Organism	Protein Description	Protein Existence	Protein Probability	Top Peptide Probability	Stripped Peptides	Total Peptide Ions	Unique Peptide Ions	Razor Peptide Ions	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
1896	a	sp|Q16881|TRXR1_HUMAN	Q16881	TRXR1_HUMAN	TXNRD1	649	32.80	Homo sapiens OX=9606	Thioredoxin reductase 1, cytoplasmic 	1:Experimental evidence at protein level	1.0000	0.9990	16	27	13	0	69	19	0	154294242	140363622	     0			tr|A0A087WSW9|A0A087WSW9_HUMAN, tr|A0A087WSY9|A0A087WSY9_HUMAN, tr|A0A182DWI3|A0A182DWI3_HUMAN, tr|E9PIR7|E9PIR7_HUMAN, tr|F8W809|F8W809_HUMAN
1897	a	sp|Q16890|TPD53_HUMAN	Q16890	TPD53_HUMAN	TPD52L1	204	14.50	Homo sapiens OX=9606	Tumor protein D53 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	0	0	0	0	     0	     0	     0			tr|E9PNK6|E9PNK6_HUMAN, tr|E9PPQ1|E9PPQ1_HUMAN, tr|J3KNE7|J3KNE7_HUMAN
1898	a	sp|Q16891|MIC60_HUMAN	Q16891	MIC60_HUMAN	IMMT	758	66.60	Homo sapiens OX=9606	MIC	1:Experimental evidence at protein level	1.0000	0.9990	56	80	4	0	202	9	0	221008232	13291665	     0			
1898	b	tr|C9J406|C9J406_HUMAN	C9J406	C9J406_HUMAN	IMMT	659	69.20	Homo sapiens OX=9606	MIC	1:Experimental evidence at protein level	1.0000	0.9990	51	74	0	0	188	0	0	221008232	     0	     0			
1899	a	sp|Q1KMD3|HNRL2_HUMAN	Q1KMD3	HNRL2_HUMAN	HNRNPUL2	747	8.00	Homo sapiens OX=9606	Heterogeneous nuclear ribonucleoprotein U-like protein 2 	1:Experimental evidence at protein level	1.0000	0.9990	6	7	7	0	5	5	0	4625638	4625638	     0			
1900	a	sp|Q27J81|INF2_HUMAN	Q27J81	INF2_HUMAN	INF2	1249	6.80	Homo sapiens OX=9606	Inverted formin-2 	1:Experimental evidence at protein level	1.0000	0.9990	7	8	7	0	14	13	0	8548503	7644435	     0			
1901	a	sp|Q2NL82|TSR1_HUMAN	Q2NL82	TSR1_HUMAN	TSR1	804	10.30	Homo sapiens OX=9606	Pre-rRNA-processing protein TSR1 homolog 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	0	8	8	0	24125790	24125790	     0			
1902	a	sp|Q2TAA2|IAH1_HUMAN	Q2TAA2	IAH1_HUMAN	IAH1	248	28.90	Homo sapiens OX=9606	Isoamyl acetate-hydrolyzing esterase 1 homolog 	1:Experimental evidence at protein level	1.0000	0.9990	4	5	4	0	9	7	0	10738771	8255860	     0			tr|H7C5G1|H7C5G1_HUMAN
1903	b	sp|Q9Y608|LRRF2_HUMAN	Q9Y608	LRRF2_HUMAN	LRRFIP2	721	8.30	Homo sapiens OX=9606	Leucine-rich repeat flightless-interacting protein 2 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	2	0	10	4	0	15932654	11630369	     0			
1903	a	sp|Q32MZ4|LRRF1_HUMAN	Q32MZ4	LRRF1_HUMAN	LRRFIP1	808	20.50	Homo sapiens OX=9606	Leucine-rich repeat flightless-interacting protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	10	10	9	0	22	17	0	10756092	10756092	     0			
1904	a	sp|Q3KQU3|MA7D1_HUMAN	Q3KQU3	MA7D1_HUMAN	MAP7D1	841	7.30	Homo sapiens OX=9606	MAP7 domain-containing protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	0	11	11	0	5265116	5265116	     0			
1905	a	sp|Q3LXA3|TKFC_HUMAN	Q3LXA3	TKFC_HUMAN	TKFC	575	31.50	Homo sapiens OX=9606	Triokinase/FMN cyclase 	1:Experimental evidence at protein level	1.0000	0.9990	12	15	6	0	21	6	0	23449714	11379136	     0			
1906	a	sp|Q3ZCQ8|TIM50_HUMAN	Q3ZCQ8	TIM50_HUMAN	TIMM50	353	30.90	Homo sapiens OX=9606	Mitochondrial import inner membrane translocase subunit TIM50 	1:Experimental evidence at protein level	1.0000	0.9990	8	10	7	0	17	8	0	14458490	14163220	     0			
1907	a	sp|Q4G0J3|LARP7_HUMAN	Q4G0J3	LARP7_HUMAN	LARP7	582	11.00	Homo sapiens OX=9606	La-related protein 7 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	4	0	8	7	0	8130513	7290136	     0			
1908	a	sp|Q4G0N4|NAKD2_HUMAN	Q4G0N4	NAKD2_HUMAN	NADK2	442	24.00	Homo sapiens OX=9606	NAD kinase 2, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	9	9	2	0	11	3	0	36290896	25278618	     0			
1909	a	sp|Q4G176|ACSF3_HUMAN	Q4G176	ACSF3_HUMAN	ACSF3	576	10.20	Homo sapiens OX=9606	Malonate--CoA ligase ACSF3, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	1	0	5	5	0	3539808	3539808	     0			
1910	a	sp|Q4VC31|CCD58_HUMAN	Q4VC31	CCD58_HUMAN	CCDC58	144	43.10	Homo sapiens OX=9606	Coiled-coil domain-containing protein 58 	1:Experimental evidence at protein level	1.0000	0.9990	5	7	7	0	18	18	0	23998909	23998909	     0			tr|C9JQ41|C9JQ41_HUMAN, tr|H7C525|H7C525_HUMAN
1911	a	sp|Q52LJ0|FA98B_HUMAN	Q52LJ0	FA98B_HUMAN	FAM98B	433	9.90	Homo sapiens OX=9606	Protein FAM98B 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	0	7	7	0	7582222	7582222	     0			
1912	a	sp|Q53EL6|PDCD4_HUMAN	Q53EL6	PDCD4_HUMAN	PDCD4	469	12.80	Homo sapiens OX=9606	Programmed cell death protein 4 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	0	2	2	0	26168984	26168984	     0			
1913	a	sp|Q53FA7|QORX_HUMAN	Q53FA7	QORX_HUMAN	TP53I3	332	28.90	Homo sapiens OX=9606	Quinone oxidoreductase PIG3 	1:Experimental evidence at protein level	1.0000	0.9990	7	8	8	0	21	21	0	30906629	30906629	     0	N-term(42.0106)		
1914	a	sp|Q53FZ2|ACSM3_HUMAN	Q53FZ2	ACSM3_HUMAN	ACSM3	586	11.80	Homo sapiens OX=9606	Acyl-coenzyme A synthetase ACSM3, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	1	0	16	4	0	7410654	1807457	     0			
1915	a	sp|Q53GQ0|DHB12_HUMAN	Q53GQ0	DHB12_HUMAN	HSD17B12	312	24.40	Homo sapiens OX=9606	Very-long-chain 3-oxoacyl-CoA reductase 	1:Experimental evidence at protein level	1.0000	0.9990	6	8	5	0	24	16	0	30847803	20763332	     0			
1916	a	sp|Q53H12|AGK_HUMAN	Q53H12	AGK_HUMAN	AGK	422	33.00	Homo sapiens OX=9606	Acylglycerol kinase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	8	10	3	0	14	0	0	63252196	     0	     0			tr|A0A3B3ITD0|A0A3B3ITD0_HUMAN, tr|E9PC15|E9PC15_HUMAN
1917	a	sp|Q53SF7|COBL1_HUMAN	Q53SF7	COBL1_HUMAN	COBLL1	1128	9.60	Homo sapiens OX=9606	Cordon-bleu protein-like 1 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	0	3	3	0	1297883	1297883	     0			tr|A0A0D9SG04|A0A0D9SG04_HUMAN, tr|A0A0X1KG75|A0A0X1KG75_HUMAN, tr|A0A590PXD8|A0A590PXD8_HUMAN
1918	a	sp|Q53T59|H1BP3_HUMAN	Q53T59	H1BP3_HUMAN	HS1BP3	392	33.20	Homo sapiens OX=9606	HCLS1-binding protein 3 	1:Experimental evidence at protein level	1.0000	0.9990	6	7	7	0	9	9	0	10978472	10978472	     0			tr|B5MC96|B5MC96_HUMAN, tr|F6TR53|F6TR53_HUMAN
1919	a	sp|Q5BKZ1|ZN326_HUMAN	Q5BKZ1	ZN326_HUMAN	ZNF326	582	13.60	Homo sapiens OX=9606	DBIRD complex subunit ZNF326 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	0	3	3	0	5586710	5586710	     0			
1920	a	sp|Q5HYK3|COQ5_HUMAN	Q5HYK3	COQ5_HUMAN	COQ5	327	16.20	Homo sapiens OX=9606	2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9989	4	5	0	0	6	0	0	7971098	     0	     0			
1921	a	sp|Q5J8M3|EMC4_HUMAN	Q5J8M3	EMC4_HUMAN	EMC4	183	40.30	Homo sapiens OX=9606	ER membrane protein complex subunit 4 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	0	1	1	0	2886898	2886898	     0			tr|H0YK61|H0YK61_HUMAN, tr|H0YNK0|H0YNK0_HUMAN, tr|H0YNK8|H0YNK8_HUMAN, tr|S4R329|S4R329_HUMAN
1922	a	sp|Q5JRA6|TGO1_HUMAN	Q5JRA6	TGO1_HUMAN	MIA3	1907	2.70	Homo sapiens OX=9606	Transport and Golgi organization protein 1 homolog 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	0	4	4	0	2790313	2790313	     0			
1923	a	sp|Q5JRX3|PREP_HUMAN	Q5JRX3	PREP_HUMAN	PITRM1	1037	29.80	Homo sapiens OX=9606	Presequence protease, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	23	31	18	0	53	25	0	32611039	26599426	     0			
1924	a	sp|Q5JTH9|RRP12_HUMAN	Q5JTH9	RRP12_HUMAN	RRP12	1297	10.60	Homo sapiens OX=9606	RRP12-like protein 	1:Experimental evidence at protein level	1.0000	0.9990	11	12	11	0	30	29	0	16426370	16426370	     0			
1925	a	sp|Q5JTV8|TOIP1_HUMAN	Q5JTV8	TOIP1_HUMAN	TOR1AIP1	583	26.20	Homo sapiens OX=9606	Torsin-1A-interacting protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	11	12	1	0	27	0	0	24340736	     0	     0			
1926	a	sp|Q5K4L6|S27A3_HUMAN	Q5K4L6	S27A3_HUMAN	SLC27A3	683	6.70	Homo sapiens OX=9606	Solute carrier family 27 member 3 	2:Experimental evidence at transcript level	1.0000	0.9990	3	3	3	0	9	9	0	7941364	7941364	     0			tr|X6R3N0|X6R3N0_HUMAN
1927	a	sp|Q5QJE6|TDIF2_HUMAN	Q5QJE6	TDIF2_HUMAN	DNTTIP2	756	8.50	Homo sapiens OX=9606	Deoxynucleotidyltransferase terminal-interacting protein 2 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	0	8	8	0	6281813	6281813	     0			
1928	a	sp|Q5SSJ5|HP1B3_HUMAN	Q5SSJ5	HP1B3_HUMAN	HP1BP3	553	31.30	Homo sapiens OX=9606	Heterochromatin protein 1-binding protein 3 	1:Experimental evidence at protein level	1.0000	0.9990	18	22	4	0	47	13	0	71227668	18949833	     0			
1929	a	sp|Q5ST30|SYVM_HUMAN	Q5ST30	SYVM_HUMAN	VARS2	1063	5.90	Homo sapiens OX=9606	Valine--tRNA ligase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	0	3	3	0	4581692	4581692	     0			tr|A0A0A0MTG1|A0A0A0MTG1_HUMAN, tr|A0A0G2JIA5|A0A0G2JIA5_HUMAN, tr|A0A0G2JL52|A0A0G2JL52_HUMAN, tr|A0A140T8Y0|A0A140T8Y0_HUMAN, tr|A0A140TA35|A0A140TA35_HUMAN, tr|A0A140TA36|A0A140TA36_HUMAN, tr|A0A140TA40|A0A140TA40_HUMAN, tr|A0A140TA45|A0A140TA45_HUMAN, tr|B4E0K6|B4E0K6_HUMAN, tr|B7ZL25|B7ZL25_HUMAN
1930	a	sp|Q5T0N5|FBP1L_HUMAN	Q5T0N5	FBP1L_HUMAN	FNBP1L	605	6.10	Homo sapiens OX=9606	Formin-binding protein 1-like 	1:Experimental evidence at protein level	1.0000	0.9964	3	3	3	0	1	1	0	1020657	1020657	     0			tr|S4R347|S4R347_HUMAN
1931	a	sp|Q5T2W1|NHRF3_HUMAN	Q5T2W1	NHRF3_HUMAN	PDZK1	519	41.20	Homo sapiens OX=9606	Na(+)/H(+) exchange regulatory cofactor NHE-RF3 	1:Experimental evidence at protein level	1.0000	0.9990	14	18	13	0	21	20	0	8278671	8152580	     0			
1932	a	sp|Q5T4S7|UBR4_HUMAN	Q5T4S7	UBR4_HUMAN	UBR4	5183	1.40	Homo sapiens OX=9606	E3 ubiquitin-protein ligase UBR4 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	3	0	1	1	0	2137572	2137572	     0			
1933	a	sp|Q5T8D3|ACBD5_HUMAN	Q5T8D3	ACBD5_HUMAN	ACBD5	534	9.40	Homo sapiens OX=9606	Acyl-CoA-binding domain-containing protein 5 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	0	15	15	0	8206872	8206872	     0			tr|B7Z2R7|B7Z2R7_HUMAN
1934	a	sp|Q5VT79|AXA81_HUMAN	Q5VT79	AXA81_HUMAN	ANXA8L1	327	34.30	Homo sapiens OX=9606	Annexin A8-like protein 1 	2:Experimental evidence at transcript level	1.0000	0.9990	10	12	0	0	34	0	0	52194674	     0	     0			
1934	b	tr|A0A087WTN9|A0A087WTN9_HUMAN	A0A087WTN9	A0A087WTN9_HUMAN	ANXA8	365	30.40	Homo sapiens OX=9606	Annexin 	1:Experimental evidence at protein level	1.0000	0.9990	9	11	0	0	26	0	0	38828667	     0	     0			
1935	a	sp|Q5VTR2|BRE1A_HUMAN	Q5VTR2	BRE1A_HUMAN	RNF20	975	3.70	Homo sapiens OX=9606	E3 ubiquitin-protein ligase BRE1A 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	0	4	4	0	746396	746396	     0			
1936	a	sp|Q5VW32|BROX_HUMAN	Q5VW32	BROX_HUMAN	BROX	411	6.30	Homo sapiens OX=9606	BRO1 domain-containing protein BROX 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	0	4	4	0	1940692	1940692	     0			
1937	a	sp|Q5VYK3|ECM29_HUMAN	Q5VYK3	ECM29_HUMAN	ECPAS	1845	4.40	Homo sapiens OX=9606	Proteasome adapter and scaffold protein ECM29 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	0	6	6	0	20032731	20032731	     0			tr|J3KN16|J3KN16_HUMAN
1938	a	sp|Q63ZY3|KANK2_HUMAN	Q63ZY3	KANK2_HUMAN	KANK2	851	10.50	Homo sapiens OX=9606	KN motif and ankyrin repeat domain-containing protein 2 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	6	0	8	8	0	6091653	6091653	     0			
1939	a	sp|Q641Q2|WAC2A_HUMAN	Q641Q2	WAC2A_HUMAN	WASHC2A	1341	3.30	Homo sapiens OX=9606	WASH complex subunit 2A 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	0	3	3	0	1816390	1816390	     0			sp|Q9Y4E1|WAC2C_HUMAN, tr|A0A087WYF6|A0A087WYF6_HUMAN, tr|A0A096LPC5|A0A096LPC5_HUMAN, tr|A0A0A0MR88|A0A0A0MR88_HUMAN, tr|E7ESD2|E7ESD2_HUMAN, tr|F8W7U3|F8W7U3_HUMAN, tr|J3KP36|J3KP36_HUMAN
1940	a	sp|Q658P3|STEA3_HUMAN	Q658P3	STEA3_HUMAN	STEAP3	488	14.50	Homo sapiens OX=9606	Metalloreductase STEAP3 	1:Experimental evidence at protein level	1.0000	0.9990	6	8	8	0	23	23	0	39332528	39332528	     0			
1941	a	sp|Q66K74|MAP1S_HUMAN	Q66K74	MAP1S_HUMAN	MAP1S	1059	5.90	Homo sapiens OX=9606	Microtubule-associated protein 1S 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	0	8	8	0	12021789	12021789	     0			
1942	a	sp|Q68CK6|ACS2B_HUMAN	Q68CK6	ACS2B_HUMAN	ACSM2B	577	33.80	Homo sapiens OX=9606	Acyl-coenzyme A synthetase ACSM2B, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	16	18	4	0	15	3	0	11958453	1218952	     0			
1942	b	sp|Q08AH3|ACS2A_HUMAN	Q08AH3	ACS2A_HUMAN	ACSM2A	577	23.20	Homo sapiens OX=9606	Acyl-coenzyme A synthetase ACSM2A, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	12	13	0	0	13	0	0	11958453	     0	     0			
1943	a	sp|Q68CZ2|TENS3_HUMAN	Q68CZ2	TENS3_HUMAN	TNS3	1445	11.60	Homo sapiens OX=9606	Tensin-3 	1:Experimental evidence at protein level	1.0000	0.9990	12	12	10	0	20	14	0	22072775	15430365	     0			
1943	b	sp|Q9HBL0|TENS1_HUMAN	Q9HBL0	TENS1_HUMAN	TNS1	1735	6.60	Homo sapiens OX=9606	Tensin-1 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	4	0	7	0	0	6223647	     0	     0			tr|A0A2R8Y4T1|A0A2R8Y4T1_HUMAN, tr|A0A494C067|A0A494C067_HUMAN, tr|E9PF55|E9PF55_HUMAN, tr|E9PGF5|E9PGF5_HUMAN
1944	a	sp|Q6DD88|ATLA3_HUMAN	Q6DD88	ATLA3_HUMAN	ATL3	541	21.40	Homo sapiens OX=9606	Atlastin-3 	1:Experimental evidence at protein level	1.0000	0.9990	7	9	6	0	20	12	0	28904295	20455880	     0			
1945	a	sp|Q6DKI1|RL7L_HUMAN	Q6DKI1	RL7L_HUMAN	RPL7L1	255	19.20	Homo sapiens OX=9606	60S ribosomal protein L7-like 1 	1:Experimental evidence at protein level	1.0000	0.9990	4	6	6	0	9	9	0	17876256	17876256	     0			
1946	a	sp|Q6DKK2|TTC19_HUMAN	Q6DKK2	TTC19_HUMAN	TTC19	380	6.80	Homo sapiens OX=9606	Tetratricopeptide repeat protein 19, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	0	2	2	0	3214601	3214601	     0			
1947	d	sp|P16104|H2AX_HUMAN	P16104	H2AX_HUMAN	H2AFX	143	58.00	Homo sapiens OX=9606	Histone H2AX 	1:Experimental evidence at protein level	0.9996	0.9990	10	14	1	0	83	0	0	3073050656	     0	     0			
1947	b	sp|P04908|H2A1B_HUMAN	P04908	H2A1B_HUMAN	H2AC4	130	68.50	Homo sapiens OX=9606	Histone H2A type 1-B/E 	1:Experimental evidence at protein level	1.0000	0.9990	12	16	6	0	83	8	0	3073050656	14448826	     0			sp|Q7L7L0|H2A3_HUMAN
1947	a	sp|Q6FI13|H2A2A_HUMAN	Q6FI13	H2A2A_HUMAN	HIST2H2AA3	130	68.50	Homo sapiens OX=9606	Histone H2A type 2-A 	1:Experimental evidence at protein level	1.0000	0.9990	12	17	2	0	103	0	0	3073050656	     0	     0			
1947	c	sp|Q8IUE6|H2A2B_HUMAN	Q8IUE6	H2A2B_HUMAN	HIST2H2AB	130	63.10	Homo sapiens OX=9606	Histone H2A type 2-B 	1:Experimental evidence at protein level	1.0000	0.9990	9	12	1	0	78	1	0	2892079024	27922946	     0			
1948	a	sp|Q6FI81|CPIN1_HUMAN	Q6FI81	CPIN1_HUMAN	CIAPIN1	312	22.40	Homo sapiens OX=9606	Anamorsin 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	3	0	6	1	0	4990111	2315255	     0			tr|H3BV90|H3BV90_HUMAN
1949	a	sp|Q6IAA8|LTOR1_HUMAN	Q6IAA8	LTOR1_HUMAN	LAMTOR1	161	75.20	Homo sapiens OX=9606	Ragulator complex protein LAMTOR1 	1:Experimental evidence at protein level	1.0000	0.9990	9	9	4	0	19	14	0	40032844	39712166	     0			
1950	a	sp|Q6IAN0|DRS7B_HUMAN	Q6IAN0	DRS7B_HUMAN	DHRS7B	325	22.30	Homo sapiens OX=9606	Dehydrogenase/reductase SDR family member 7B 	1:Experimental evidence at protein level	1.0000	0.9990	5	6	6	0	3	3	0	3818806	3818806	     0			tr|A0A0C4DGQ8|A0A0C4DGQ8_HUMAN
1951	a	sp|Q6IBS0|TWF2_HUMAN	Q6IBS0	TWF2_HUMAN	TWF2	349	37.80	Homo sapiens OX=9606	Twinfilin-2 	1:Experimental evidence at protein level	1.0000	0.9990	10	14	6	0	25	13	0	38218690	19269110	     0	N-term(42.0106)		
1952	a	sp|Q6IN84|MRM1_HUMAN	Q6IN84	MRM1_HUMAN	MRM1	353	6.50	Homo sapiens OX=9606	rRNA methyltransferase 1, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9989	2	2	2	0	0	0	0	     0	     0	     0			
1953	a	sp|Q6IN85|P4R3A_HUMAN	Q6IN85	P4R3A_HUMAN	PPP4R3A	833	3.10	Homo sapiens OX=9606	Serine/threonine-protein phosphatase 4 regulatory subunit 3A 	1:Experimental evidence at protein level	1.0000	0.9987	2	2	2	0	0	0	0	     0	     0	     0			tr|G3V5Z3|G3V5Z3_HUMAN
1954	a	sp|Q6NUK1|SCMC1_HUMAN	Q6NUK1	SCMC1_HUMAN	SLC25A24	477	44.70	Homo sapiens OX=9606	Calcium-binding mitochondrial carrier protein SCaMC-1 	1:Experimental evidence at protein level	1.0000	0.9990	19	25	19	0	51	44	0	101341122	101341122	     0			
1955	a	sp|Q6NUM9|RETST_HUMAN	Q6NUM9	RETST_HUMAN	RETSAT	610	13.00	Homo sapiens OX=9606	All-trans-retinol 13,14-reductase 	1:Experimental evidence at protein level	1.0000	0.9990	6	7	3	0	14	5	0	10189370	4165877	     0			
1956	a	sp|Q6NUQ4|TM214_HUMAN	Q6NUQ4	TM214_HUMAN	TMEM214	689	9.00	Homo sapiens OX=9606	Transmembrane protein 214 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	0	7	7	0	4832029	4832029	     0			tr|H7C0H8|H7C0H8_HUMAN
1957	a	sp|Q6NVY1|HIBCH_HUMAN	Q6NVY1	HIBCH_HUMAN	HIBCH	386	35.50	Homo sapiens OX=9606	3-hydroxyisobutyryl-CoA hydrolase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	13	19	8	0	48	27	0	55841469	48089400	     0			
1958	a	sp|Q6P179|ERAP2_HUMAN	Q6P179	ERAP2_HUMAN	ERAP2	960	9.70	Homo sapiens OX=9606	Endoplasmic reticulum aminopeptidase 2 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	7	0	12	12	0	12302017	12302017	     0			
1959	a	sp|Q6P1A2|MBOA5_HUMAN	Q6P1A2	MBOA5_HUMAN	LPCAT3	487	4.50	Homo sapiens OX=9606	Lysophospholipid acyltransferase 5 	1:Experimental evidence at protein level	1.0000	0.9986	2	2	2	0	3	3	0	4647529	4647529	     0			
1960	a	sp|Q6P1J9|CDC73_HUMAN	Q6P1J9	CDC73_HUMAN	CDC73	531	10.10	Homo sapiens OX=9606	Parafibromin 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	0	1	1	0	2180260	2180260	     0			tr|A0A2R8YHB3|A0A2R8YHB3_HUMAN, tr|A0A3B3IRP5|A0A3B3IRP5_HUMAN
1961	a	sp|Q6P1M0|S27A4_HUMAN	Q6P1M0	S27A4_HUMAN	SLC27A4	643	10.90	Homo sapiens OX=9606	Long-chain fatty acid transport protein 4 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	0	4	4	0	23028654	23028654	     0			
1962	a	sp|Q6P2Q9|PRP8_HUMAN	Q6P2Q9	PRP8_HUMAN	PRPF8	2335	21.30	Homo sapiens OX=9606	Pre-mRNA-processing-splicing factor 8 	1:Experimental evidence at protein level	1.0000	0.9990	39	39	38	0	68	68	0	43177912	43177912	     0			
1963	a	sp|Q6P3W7|SCYL2_HUMAN	Q6P3W7	SCYL2_HUMAN	SCYL2	929	10.90	Homo sapiens OX=9606	SCY1-like protein 2 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	0	2	2	0	749960	749960	     0			tr|A0A0U1RQQ9|A0A0U1RQQ9_HUMAN, tr|F8VSC5|F8VSC5_HUMAN
1964	a	sp|Q6PD62|CTR9_HUMAN	Q6PD62	CTR9_HUMAN	CTR9	1173	2.20	Homo sapiens OX=9606	RNA polymerase-associated protein CTR9 homolog 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	0	1	1	0	985799	985799	     0			
1965	a	sp|Q6PI48|SYDM_HUMAN	Q6PI48	SYDM_HUMAN	DARS2	645	32.60	Homo sapiens OX=9606	Aspartate--tRNA ligase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	16	21	0	0	42	0	0	50214522	     0	     0			
1966	a	sp|Q6PIU2|NCEH1_HUMAN	Q6PIU2	NCEH1_HUMAN	NCEH1	408	12.30	Homo sapiens OX=9606	Neutral cholesterol ester hydrolase 1 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	0	4	4	0	5785607	5785607	     0			tr|A0A0A0MTJ9|A0A0A0MTJ9_HUMAN, tr|A0A0R4J2G3|A0A0R4J2G3_HUMAN
1967	a	sp|Q6PJT7|ZC3HE_HUMAN	Q6PJT7	ZC3HE_HUMAN	ZC3H14	736	4.20	Homo sapiens OX=9606	Zinc finger CCCH domain-containing protein 14 	1:Experimental evidence at protein level	1.0000	0.9987	2	2	2	0	3	3	0	1214970	1214970	     0			
1968	a	sp|Q6PKG0|LARP1_HUMAN	Q6PKG0	LARP1_HUMAN	LARP1	1096	3.60	Homo sapiens OX=9606	La-related protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	0	0	3	0	0	2128360	     0	     0			
1969	a	sp|Q6UB35|C1TM_HUMAN	Q6UB35	C1TM_HUMAN	MTHFD1L	978	5.80	Homo sapiens OX=9606	Monofunctional C1-tetrahydrofolate synthase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	0	2	2	0	4519567	4519567	     0			tr|A0A087WVM4|A0A087WVM4_HUMAN, tr|B7ZM99|B7ZM99_HUMAN
1970	a	sp|Q6UN15|FIP1_HUMAN	Q6UN15	FIP1_HUMAN	FIP1L1	594	12.50	Homo sapiens OX=9606	Pre-mRNA 3'-end-processing factor FIP1 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	0	9	9	0	6082064	6082064	     0			
1971	a	sp|Q6UWM9|UD2A3_HUMAN	Q6UWM9	UD2A3_HUMAN	UGT2A3	527	8.50	Homo sapiens OX=9606	UDP-glucuronosyltransferase 2A3 	2:Experimental evidence at transcript level	1.0000	0.9990	4	4	4	0	0	0	0	     0	     0	     0			
1972	a	sp|Q6UXV4|MIC27_HUMAN	Q6UXV4	MIC27_HUMAN	APOOL	268	50.40	Homo sapiens OX=9606	MIC	1:Experimental evidence at protein level	1.0000	0.9990	11	19	19	0	56	56	0	50652228	50652228	     0	11M(15.9949)		tr|A0A087WYF7|A0A087WYF7_HUMAN
1973	a	sp|Q6WCQ1|MPRIP_HUMAN	Q6WCQ1	MPRIP_HUMAN	MPRIP	1025	23.60	Homo sapiens OX=9606	Myosin phosphatase Rho-interacting protein 	1:Experimental evidence at protein level	1.0000	0.9990	16	18	7	0	24	0	0	10534532	     0	     0			tr|A0A494BZV2|A0A494BZV2_HUMAN
1974	a	sp|Q6Y7W6|GGYF2_HUMAN	Q6Y7W6	GGYF2_HUMAN	GIGYF2	1299	5.20	Homo sapiens OX=9606	GRB10-interacting GYF protein 2 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	0	5	5	0	2279149	2279149	     0			tr|I1E4Y6|I1E4Y6_HUMAN
